VIN,Error Code,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Body Class,Doors,Gross Vehicle Weight Rating From,Trailer Type Connection,Trailer Body Type,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Bus Floor Configuration Type,Bus Type,Drive Type,Brake System Type,Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Fuel Type - Primary,Engine Configuration,Other Engine Info,Turbo,Seat Belt Type,Front Air Bag Locations,Side Air Bag Locations,Tire Pressure Monitoring System (TPMS) Type,Wheel Base (inches) From,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Axles,Battery Voltage (Volts) From,Engine Model,Fuel Type - Secondary,Engine Brake (hp) From,Electrification Level,Engine Manufacturer,Knee Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Keyless Ignition,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Forward Collision Warning (FCW),Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Blind Spot Warning (BSW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Rear Cross Traffic Alert,Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Base Price ($),Fuel Delivery / Fuel Injection Type,Top Speed (MPH),Transmission Speeds,Valve Train Design,Curtain Air Bag Locations,Other Restraint System Info,Active Safety System Note,Series2,Rear Automatic Emergency Braking,Brake System Description,Blind Spot Intervention (BSI),Lane Centering Assistance,Note,Pretensioner,Trim2,Seat Cushion Air Bag Locations,Adaptive Driving Beam (ADB),Engine Stroke Cycles,Event Data Recorder (EDR),Cooling Type,Parking Assist,Windows,Additional Error Text,Engine Brake (hp) To,Wheel Base Type,Entertainment System,SAE Automation Level From,Battery Type,Wheel Base (inches) To,Battery Energy (kWh) From,Number of Battery Packs per Vehicle,EV Drive Unit,Track Width (inches),Curb Weight (pounds),Suggested VIN,Other Battery Info,Charger Power (kW)
1G1ZC5ST7GF218276,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1G1ZC5ST*GF,,CHEVROLET,GENERAL MOTORS LLC,Malibu,2016,KANSAS CITY,,LS (1FL),PASSENGER CAR,UNITED STATES (USA),Fairfax Assembly,KANSAS,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,1500.0,91.53561614209,1.5,Gasoline,In-Line,,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,"LFV - DI: Direct Injection, VVT, GEN1 GMNA",,,,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),All Rows,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
1HGCV1F35JA167960,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCV1F3*JA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2018,MARYSVILLE,,Sport,PASSENGER CAR,UNITED STATES (USA),,OHIO,Sedan/Saloon,4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1500.0,91.53561614209,1.5,Gasoline,In-Line,Direct Fuel Injection,Yes,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Indirect,111.40,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,19,19,Left-Hand Drive (LHD),5,2,Continuously Variable Transmission (CVT),2,,L15BE,,192,,HONDA,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,,,Standard,,Standard,25780.00,,155,,Dual Overhead Cam (DOHC),All Rows,,Traffic Sign Recognition,,,,,,,,,,Standard,4,,Water,,,,,,,,,,,,,,,,,
1HGCV1F34NA041725,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCV1F3*NA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2022,MARYSVILLE,,Sport,PASSENGER CAR,UNITED STATES (USA),,OHIO,Sedan/Saloon,4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1500.0,91.53561614209,1.5,Gasoline,In-Line,Direct Fuel Injection,Yes,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Indirect,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,5,2,Continuously Variable Transmission (CVT),,,L15BE,,192,,Honda,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,,,,Standard,Standard,Standard,,,Standard,LED,Standard,,,,,Dual Overhead Cam (DOHC),1st and 2nd Rows,Front/Rear:Seat Belt / Rear: Seat Belt and Side Curtain Air Bag (Outer positions) / Seat Belt (Center position),,,,,,,,,,,,4,,Water,,,,,,,,,,,,,,,,,
4V4N99EH4GN938356,0,0 - VIN decoded clean. Check Digit (9th position) is correct,4V4N99EH*GN,,VOLVO TRUCK,"VOLVO GROUP NORTH AMERICA, LLC",VNL,2016,DUBLIN,,,TRUCK,UNITED STATES (USA),Volvo Truck North America,VIRGINIA,Truck-Tractor,,"Class 8: 33,001 lb and above (14,969 kg and above)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Other,Air,6,12800.0,781.10392441257,12.8,Diesel,In-Line,,,,,,,,,,MDHD: Conventional,,,,,,,,,,D13,,425,,Volvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",474,,,,,,,,,,,,,
3MVDMBBM6PM530383,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3MVDMBBM*PM,,MAZDA,MAZDA MOTOR MANUFACTURING DE MEXICO S.A. DE C.V.,CX-30,2023,SALAMANCA,,Select Package,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,MMMdM,GUANAJUATO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,4,2500.0,152.55936023683,2.5,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,,,,,,,,5,2,Automatic,,,PYUKD,,186,,Mazda,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Optional,Standard,Standard,Standard,Standard,Standard,Standard,LED,Standard,,,,6,,1st and 2nd Rows,Ist/2nd Row: Seat Belt w/pretensioners; 2nd Row: Side/Curtain Air bag (outer positions) / Seat Belt w/pretensioner (center position),,Wagon Body Style,,,,,,Yes,,,,,Standard,,,,,,,,,,,,,,,,,,
1G8ZV57757F225539,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1G8ZV577*7F,,SATURN,GENERAL MOTORS LLC,Aura,2007,KANSAS CITY,XR,,PASSENGER CAR,UNITED STATES (USA),Fairfax Assembly,KANSAS,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,6,3600.0,219.68547874103,3.6,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,LY7,,,,GM,,,,,,,,,,,,,,,,,,,,,,,Sequential Fuel Injection (SFI),,,Dual Overhead Cam (DOHC),1st Row (Driver and Passenger),Occupant Sensor,,,,,,,,,,,,,,Water,,,,,,,,,,,,,,,,,
3N1CP5CV7PL514456,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3N1CP5CV*PL,,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Kicks,2023,AGUASCALIENTES,,SV,PASSENGER CAR,MEXICO,Mexico Aguascalientes Plant,AGS.,Hatchback/Liftback/Notchback,4,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1600.0,97.63799055157,1.6,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",Not Applicable,Not Applicable,,,,,5,2,Continuously Variable Transmission (CVT),,,,,,,,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,Standard,,,Halogen,Standard,,,,1,,1st and 2nd Rows,3-Point Manual Belts: Driver and Passenger / 2nd row outboard & center,,,Standard,,,,,,,,,,Standard,,Standard,,,,,,,,,,,,,,,,
2C3CCACG2CH216343,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2C3CCACG*CH,"U.S., Canada, Mexico, Other Export Market (BUX)",CHRYSLER,FCA CANADA INC.,300,2012,BRAMPTON,LX,300C/Limited,PASSENGER CAR,CANADA,Brampton Assembly,ONTARIO,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,RWD/Rear-Wheel Drive,,6,3600.0,219.68547874103,3.6,Flexible Fuel Vehicle (FFV),,Gas/Flex Fuel(50-St.),No,Manual,1st Row (Driver and Passenger),All Rows,Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,Left-Hand Drive (LHD),,,,,,,,283,,Chrysler,,,,,,,,,,,,,,,,,,,,,,,,,,,,Airbag: Outboard Seating Positions,,,,,,,Series : 300C:(BUX) Starting Nov 2011,,,,,,,,,,,,,,,,,,,,,,,,
2C4GP54L35R582748,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2C4GP54L*5R,,CHRYSLER,FCA CANADA INC.,Town and Country,2005,WINDSOR,RS,Touring,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,Windsor Assembly,ONTARIO,Minivan,4,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,Hydraulic,6,3800.0,231.89022755998,3.8,Gasoline,V-Shaped,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multipoint Fuel Injection (MPFI),,,,,,,,,,,,,,P (Premium),,,,,,,,,,Long,,,,,,,,,,,,
3C4NJDCB9JT492023,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3C4NJDCB*JT,,JEEP,CHRYSLER DE MEXICO TOLUCA,Compass,2018,TOLUCA,,Limited,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,Toluca Assembly,STATE OF MEXICO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,4,2400.0,146.45698582735,2.4,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),All Rows,Direct,103.8,,,,4,18,18,Left-Hand Drive (LHD),5,,Automatic,2,,,,180,,FCA,,Standard,Standard,Standard,,,,,Optional,Optional,Optional,,Optional,Optional,Optional,Standard,,,Standard,,Optional,28795,,,9,,,Active Seat Belt,ParkSense Rear Park Assist: Optional; Electronic Roll Mitigation: Standard; Engine Immobilizer: Standard; Front Passenger Seat Belt Alert: Standard: Hill Start Assist: Standard; Latch Ready Child Seat Anchor System: Standard; Panic Alarm; Standard; Rain Brake Support: Standard; Remote-Start System: Optional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YS3DD78N9X7003438,0,0 - VIN decoded clean. Check Digit (9th position) is correct,YS3DD78N*X7,,SAAB,"SAAB CARS NORTH AMERICA, INC.",9-3,1999,NYSTAD,,,PASSENGER CAR,FINLAND,,,Convertible/Cabriolet,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,2000,122.0474881894,2,,,,Yes,,1st Row (Driver and Passenger),,,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,Automatic,,,Turbo (Std. Output),,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,9-3 Convertible,,,,,,,,,,,,,,,,,,,,,,,,
5NMS3DAJ6NH424272,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5NMS3DAJ*NH,,HYUNDAI,HYUNDAI MOTOR MANUFACTURING ALABAMA LLC (HMMA),Santa Fe,2022,,,SEL w/ Premium Pkg,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),,ALABAMA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,4,2500.0,152.55936023683,2.5,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,,,,,5,2,Automatic,,,GDI THETA III,,191.3,,HMC,,Standard,Standard,Standard,Standard,,,Standard,,,,,Standard,Standard,Standard,Standard,,,Standard,LED,,,,,,Dual Overhead Cam (DOHC),1st and 2nd Rows,Seat Belt: All Positions,,Wagon Body Style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMHL64JA2MA143506,0,0 - VIN decoded clean. Check Digit (9th position) is correct,KMHL64JA*MA,,HYUNDAI,HYUNDAI MOTOR CO,Sonata,2021,ASAN,,SEL,PASSENGER CAR,SOUTH KOREA,,,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,4,2500.0,152.55936023683,2.5,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,111.80,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,,,Left-Hand Drive (LHD),5,2,Automatic,2,,GDI THETA III,,191,,,Driver Seat Only,Standard,Standard,Standard,Standard,,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,LED,Standard,,,,8,Dual Overhead Cam (DOHC),1st and 2nd Rows,Seat Belt: All Positions,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,
KL7CJNSM6NB510580,0,0 - VIN decoded clean. Check Digit (9th position) is correct,KL7CJNSM*NB,,CHEVROLET,GENERAL MOTORS LLC,Trax,2022,BUPYEONG,,LS,MULTIPURPOSE PASSENGER VEHICLE (MPV),SOUTH KOREA,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,Hydraulic,4,1400.0,85.43324173262,1.4,Gasoline,In-Line,"L4, DI, VVT, ALUM GEN 1, GMNA",Yes,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,,,,,,,,5,2,Automatic,,,LE2,,,,,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,,,,,,,,,,Standard,,Standard,Standard,Halogen,Standard,,,,6,Dual Overhead Cam (DOHC),All Rows,AYF - Active Manual Belts / Roof Side (all seating rows),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM1CR29L070143214,0,0 - VIN decoded clean. Check Digit (9th position) is correct,JM1CR29L*70,,MAZDA,MAZDA MOTOR CORPORATION,Mazda5,2007,HIROSHIMA,,,PASSENGER CAR,JAPAN,,,Wagon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,2300.0,140.35461141788,2.3,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,L3V (2.3L) California,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C4RJYB64RC681151,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1C4RJYB6*RC,U.S.,JEEP,FCA US LLC,Grand Cherokee,2024,DETROIT,WL,Limited 4XE,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Jefferson North Assembly,MICHIGAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,4,2000,122.0474881894,2,Electric,In-Line,,Yes,Manual,1st Row (Driver and Passenger),All Rows,Direct,,,,,,,,Left-Hand Drive (LHD),,2,,,,,Gasoline,375,PHEV (Plug-in Hybrid Electric Vehicle),FCA,,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,LED,Standard,,,,,,,Active Belts,,,Standard,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,
3N1AB8DV3LY263860,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3N1AB8DV*LY,,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Sentra,2020,AGUASCALIENTES,,SR,PASSENGER CAR,MEXICO,"Nissan Mexicana, S.A. de C.V.",AGUASCALIENTES,Sedan/Saloon,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,,2000,122.0474881894,2,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,,,,,,1st and 2nd Rows,"3-Point Manual Belts, 2nd row outboard 3-Point Manual Belts, 2nd row center 3-Point Manual Belts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1N4AA6AP7JC408498,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1N4AA6AP*JC,,NISSAN,"NISSAN NORTH AMERICA, INC.",Maxima,2018,SMYRNA,,,PASSENGER CAR,UNITED STATES (USA),Nissan North America Inc.,TENNESSEE,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,6,3500.0,213.58310433156,3.5,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,109.3,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,,,Left-Hand Drive (LHD),5,2,,2,,,,,,,,Standard,Standard,Standard,Standard,,Standard,,Standard,Standard,Standard,,,,,Standard,,,Standard,,Standard,33420,,133,,,1st and 2nd Rows,2nd row outboard and center 3-point manual belts,"Front and Rear Sonar System: Standard for SV, SL, SR and Platinum trims; Rear Cross Traffic Alert: Standard for SL, SR and Platinum trims; Intelligent Around View Monitor: Standard for Platinum trim; Intelligent Driver Alertness: Standard for Platinum trim; Blind Spot Detection and Adaptive Cruise Control: Standard for SL, SR and Platinum trims",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA1LAAF79KD008009,0,0 - VIN decoded clean. Check Digit (9th position) is correct,WA1LAAF7*KD,,AUDI,AUDI AG,Q7,2019,BRATISLAVA,,"quattro Premium Plus, quattro SE Premium Plus",MULTIPURPOSE PASSENGER VEHICLE (MPV),SLOVAKIA,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,6,3000,183.0712322841,3,Gasoline,V-Shaped,Emissions Certification Test Group: KVGAT03.0AUE;   Federal/California Emissions Standard: Int Tier3 Bin125 LEVII ULEV,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Indirect,117.90,,,,4,19,19,Left-Hand Drive (LHD),7,3,Automatic,2,,3.0T,,329,,Audi,,Standard,Standard,Standard,Standard,,Standard,Optional,Standard,Standard,Standard,,Optional,Optional,Optional,Standard,,Standard,Standard,,Standard,63300.00,,130,,,All Rows,Advanced Front Airbags.,,,,,,,,,,,Optional,,,,Optional,,,,,,,,,,,,,,,,
SJAAM2ZV8KC027341,0,0 - VIN decoded clean. Check Digit (9th position) is correct,SJAAM2ZV*KC,"U.S., Canada, Mexico",BENTLEY,BENTLEY MOTORS LIMITED,Bentayga,2019,CREWE,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),ENGLAND,,UNITED KINGDOM,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,8,3996,243.850881402,3.996000,Gasoline,V-Shaped,LEV III,,Manual,1st Row (Driver and Passenger),,Direct,117.9,,,,4,21,21,Left-Hand Drive (LHD),4,2,Automatic,2,,DCU,,550,,,Driver Seat Only,Standard,Standard,Standard,Standard,,Standard,,,,Standard,,Standard,,,Standard,,,Standard,,Standard,,,,8,,1st and 2nd Rows,,,,,,,,North America and Gulf Region only,,,,Standard,,,,,,,,,CD + Stereo,,,,,,,,,,,
5UXKU2C54K0Z64781,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5UXKU2C5*K0,,BMW,BMW MANUFACTURER CORPORATION / BMW NORTH AMERICA,X6,2019,GREER,,xDrive35i,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),,SOUTH CAROLINA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,6,2979.1682352,181.8,3,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,115.50,,,,4,19,19,Left-Hand Drive (LHD),5,2,Automatic,2,,,,300,,,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,Standard,Optional,Standard,Standard,Standard,Optional,Standard,Standard,Optional,Standard,,Standard,Standard,,Standard,65850,,,8,,1st and 2nd Rows,Pretensioners for Driver and Front Passenger.,,,,,,,,Yes,,,Optional,,,,Optional,,,,,CD + Stereo,,,,,,,,,,,
WBAXH5C59DDW14391,0,0 - VIN decoded clean. Check Digit (9th position) is correct,WBAXH5C5*DD,,BMW,BMW AG,528xi,2013,DINGOLFING,5-Series,,PASSENGER CAR,GERMANY,,,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,1995.9443952,121.8,2.0,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,,,241,,,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
3FMTK3SS4MMA00766,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3FMTK3SS*MM,,FORD,"FORD MOTOR COMPANY, MEXICO",Mustang Mach-E,2021,CUAUTITAN,,Premium,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,Hydraulic,,,,,Electric,,"Standard Range Battery, Rear Primary Drive Unit, Smaller Secondary Drive Unit; Net Horsepower TBD",,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,,,,,,,,,Left-Hand Drive (LHD),,,,,,,,,BEV (Battery Electric Vehicle),Ford,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,,,,,,,,,CX727,,,,,GVWR: 4520 - 4840 lbs.,,,,,,,,,,,,,,,,,,,,,,,,
WP1AA2A51HLB01905,0,0 - VIN decoded clean. Check Digit (9th position) is correct,WP1AA2A5*HL,,PORSCHE,DR. ING. H.C.F. PORSCHE AG,Macan,2017,LEIPZIG,95B,,MULTIPURPOSE PASSENGER VEHICLE (MPV),GERMANY,Leipzig,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,110.5,,,,4,,,Left-Hand Drive (LHD),5,2,,2,,,,252,,,,Standard,Standard,Standard,Standard,,Optional,Optional,Optional,Optional,Standard,,Optional,Standard,Optional,Standard,,,Standard,,Standard,47500,,,,,1st and 2nd Rows,,,Type 95B,,,,,"GVWR: 5,534 lbs",,,,Optional,,,,,,,,,,,,,,,,,,,,
